inTp,inHd,otmsuplyqy,acSlrdQy,cunt,ph,outTp,outWs,daysuplyqy,inCo2,ec,frtstGrupp,lefstalklt,frtstSetCo,pllnLt,flanGrupp,frtstCo,flanJnt,tcdmt,frmhsFclu,hvstGrupp,hvstJnt,grwtLt,fcluHg,lefLt,flwrCo,hvstCo,lefCunt,frtstJnt,lefBt,stemThck,frmAr,frmDov,outtrn_cumsum,WaterUsage,WaterCost,FertilizerUsage,FertilizerCost,CO2Usage,CO2Cost,MistUsageTime,Mist Cost,HeatingEnergyUsage_cumsum,frmDist,frmWeek,date,frmDov*frmAr
22.679759164757662,98.92291876201557,0.0,1774.9123435770043,0.0,0.0,14.478601606523613,0.0,0.0,552.3609058366828,0.0,13.160192903553552,0.0,0.0,0.0,13.251331101379458,22.16538583603299,0.0,0.0,14.366308223368705,4.670040613805448,0.0,23.34665481327035,22.36589585742189,49.114618760756876,0.0,0.0,19.51720400935181,0.0,47.2435038481494,12.46327486564038,1300.0,8.8,27435.054372578605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1757,35.0,2017-09-03,11440.000000000002
20.092842355406383,94.73916941232861,119.50005219519136,1479.924351364617,10.059977602350628,5.661434600944679,5.689443454589629,0.0,0.0,593.669980863844,3.243647171632726,5.390022160679287,0.0,0.0,0.0,5.979413235641351,15.377054017629677,0.0,0.0,6.397935818435108,0.5890411764624265,0.0,24.17009299716929,31.644429403705537,54.68107535901389,0.0,0.0,11.726711868920136,0.0,54.40556279535532,14.058211897256058,900.0,7.6,8937.119620629635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1767,47.0,2018-11-25,6840.0
20.96567712216678,98.14537682998439,100.83483591684303,0.0,15.65354551022768,6.355584899870859,12.690451728602984,0.0,0.0,540.2976850820854,3.085265918243277,7.59537454417177,0.0,0.0,0.0,8.51093047936096,18.984773086937732,0.0,0.0,9.075681469662392,1.717493196203025,0.0,23.723065229068002,31.783661070509474,56.645446364855836,0.0,0.0,15.58277684016294,0.0,54.02325435271194,13.619693350263836,900.0,8.5,20455.694311902877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1880,38.0,2017-09-24,7650.0
23.004765634523338,100.39225447753861,0.0,1742.4228119123577,0.0,0.0,14.722292088251992,0.0,0.0,557.1086242401084,0.0,12.505494750481313,0.0,0.0,0.0,13.52483943948626,22.024941928299107,0.0,0.0,14.531694352024957,4.472491527124405,0.0,24.554895003864328,22.752984808034636,49.45101963384124,0.0,0.0,19.536269147539798,0.0,46.67670652307511,12.238804634138837,1300.0,8.8,27928.75347202615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1886,35.0,2017-09-03,11440.000000000002
22.023078122533754,100.90741178201104,0.0,1772.69325888829,0.0,0.0,14.925161640855737,0.0,0.0,555.0425679735272,0.0,12.836566715172571,0.0,0.0,0.0,13.565571231307704,22.217681928597585,0.0,0.0,14.064455456590046,4.6271241122110025,0.0,24.442320067080104,21.910261363935483,51.21786989038668,0.0,0.0,18.901235439822926,0.0,46.82276284624415,11.768988336045043,1300.0,8.8,28476.71831579022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1916,35.0,2017-09-03,11440.000000000002
20.79092997355759,96.13079059301145,98.27845658866188,1428.371250557636,16.138946795991934,6.459065760362227,14.099792288660574,1.7295466579383654,0.0,566.41299211957,4.267014098344544,7.798191569993067,0.0,0.0,0.0,8.987229260680744,17.63533333219491,0.0,0.0,9.980321504830624,1.6325507105153947,0.0,23.313456723805448,22.84874230172746,51.60569886086516,0.0,0.0,15.820762510385956,0.0,47.591077036239426,11.544479559484438,1200.0,7.9,31984.02585524742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1934,37.0,2017-09-17,9480.0
21.374205084509992,98.59719898168203,97.14389337351524,1429.1876332499148,15.888006457631963,6.547447087167342,13.64175207021487,1.6670505485652618,0.0,563.0806688262496,4.229031650301196,7.973610658719913,0.0,0.0,0.0,9.311700432004951,18.39238258529966,0.0,0.0,9.80232571208491,1.7298401025256942,0.0,22.9485951569099,22.48938520276325,50.887805780754924,0.0,0.0,15.910419172931977,0.0,48.56508158364223,11.83546686478607,1200.0,7.9,31679.790851706704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1975,37.0,2017-09-17,9480.0
19.083605970682978,94.98144603939899,94.30217633394022,1229.5379898992683,10.285903104496361,6.436645030968215,4.974249439968727,2.3041167020393387,0.0,708.3335739211772,3.332716897308182,11.009134358300216,0.0,0.0,0.0,12.04725547781889,21.144235307593988,0.0,0.0,12.865098134441826,4.613143157927739,0.0,17.391545231346786,31.718016772971136,0.0,0.0,0.0,15.00005569745901,0.0,0.0,13.798514763309385,800.0,9.4,24468.001383486888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF1991,44.0,2017-11-05,7520.0
23.246968418823162,96.41060643306062,102.56764838955984,0.0,8.546633495793774,6.131882588643378,15.464107904625592,1.631009298478763,0.0,601.5854312935736,3.1338609238924504,6.099675389774455,0.0,0.0,0.0,7.306691567184835,10.781016611362022,0.0,0.0,8.364879630591753,1.9559452056594644,0.0,24.244283978548456,26.18163098448026,53.00571629398941,0.0,1.1878761486581244,12.327491776452312,0.0,52.88844249460807,13.654996571774989,1500.0,12.1,26026.619835460373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2008,36.0,2017-09-10,18150.0
20.86536853564202,99.06988909040241,98.18203085029477,0.0,15.806842125457239,6.43242476354309,12.806557485831894,0.0,0.0,538.103104961043,3.0688757391895964,7.446312854291017,0.0,0.0,0.0,8.530670398767446,19.550525599684747,0.0,0.0,9.293014852389089,1.7274772153633542,0.0,23.5050195117444,31.422534081972472,55.78703349562112,0.0,0.0,16.421386199663875,0.0,53.418002404942335,13.209062334770874,900.0,8.5,20774.62155832126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2027,38.0,2017-09-24,7650.0
20.78666025316398,99.76874103253023,94.68415457514759,0.0,15.91242075771101,6.538247905258074,12.065206209018406,0.0,0.0,527.30407400543,3.0505578639000257,7.52818340861579,0.0,0.0,0.0,8.562645887698297,19.588972489473512,0.0,0.0,9.500300739069184,1.7809794048137753,0.0,23.19032850059965,31.85882160865902,56.34272326248053,0.0,0.0,15.854054104712272,0.0,53.39086162208813,13.44961355687964,900.0,8.5,20570.12755890376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2032,38.0,2017-09-24,7650.0
23.55899736434544,95.94581542406885,98.98648380014316,0.0,8.5923701956269,6.221218184204045,15.83327637544407,1.522608384461908,0.0,606.7423193298898,3.1268538680457256,6.0960320372850845,0.0,0.0,0.0,7.493640709380479,10.185046632094641,0.0,0.0,7.954937120496814,2.044713123871847,0.0,24.198329490347188,25.94428972043374,52.3951255177639,0.0,1.1771825853570432,11.75484854643016,0.0,52.52838730899583,13.698218545278383,1500.0,12.1,26521.551780930145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2191,36.0,2017-09-10,18150.0
19.821263516505756,94.9917262945876,116.08362075678407,1416.6003311522786,9.96666058078804,5.773510148604899,5.399357595191643,0.0,0.0,579.7260094445162,3.248072602566429,5.288597134659147,0.0,0.0,0.0,5.918432987076565,15.26234829513649,0.0,0.0,6.46291973563752,0.6096485868879029,0.0,23.225147225154075,31.36250154872133,55.71347273751365,0.0,0.0,12.075582791239416,0.0,57.31164974227399,15.193717791360768,900.0,7.6,9281.217025260688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2244,47.0,2018-11-25,6840.0
19.724470101508214,94.19873884691228,120.30781465439614,1500.9905485866716,9.889300970300372,5.545520995152501,5.493759646947071,0.0,0.0,604.484651183241,3.1878507794379956,5.288767259470027,0.0,0.0,0.0,5.924840650120405,15.234851213485383,0.0,0.0,6.502282046196772,0.5805523256841576,0.0,23.759333866722706,31.279178381206112,55.855319157468024,0.0,0.0,11.29747714911456,0.0,57.020505427594614,14.736355287226626,900.0,7.6,9453.052450554676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2259,47.0,2018-11-25,6840.0
21.03790591884607,98.44524418360696,97.72025912579814,1502.3591859095413,15.673144178764225,6.4177060775900525,13.561741053522827,1.6996266697387208,0.0,539.5449094221782,3.912585183649769,7.9953794127139055,0.0,0.0,0.0,9.099019354232107,17.96354014652897,0.0,0.0,9.73537047890665,1.7951791064612383,0.0,23.19717684098842,22.542241429159134,49.07421663632865,0.0,0.0,15.322417268921539,0.0,47.24722633964787,11.822179451377512,1200.0,7.9,31223.91742948169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2274,37.0,2017-09-17,9480.0
21.759288317063437,101.87346590546241,162.01862553660865,1517.8354013810858,13.409859894778009,6.300740512402573,13.629297376168626,1.9768494425204777,0.0,590.9249265773628,3.3173351247202203,7.387520797474197,0.0,0.0,0.0,7.942337986578392,17.580361577040033,0.0,0.0,8.53975069557746,2.0054842735287144,0.0,22.90353122733434,32.00492401619611,59.62797044486343,0.0,0.0,14.275765245740157,0.0,56.60857933117625,13.88591612026983,800.0,8.4,20166.57903555473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2319,37.0,2018-09-16,6720.0
22.18853688312352,98.43770684583754,0.0,1732.8763536462802,0.0,0.0,14.184932136740642,0.0,0.0,562.6575946693891,0.0,12.92238189806552,0.0,0.0,0.0,13.97466312800787,22.347938654384077,0.0,0.0,14.293631077301473,4.5861477192096745,0.0,24.063031025114658,22.186679858305684,49.482066826827456,0.0,0.0,19.03716797279456,0.0,48.12921203055448,11.599733001670286,1300.0,8.8,26878.96325162317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2335,35.0,2017-09-03,11440.000000000002
21.332447427136437,97.26459996179447,96.30364459003546,1482.9585345682642,16.557430615502255,6.534379729896944,13.602143285056266,1.65069723319131,0.0,554.6011948699928,4.288480618515233,8.164119600141047,0.0,0.0,0.0,9.365946405908065,17.552886493394332,0.0,0.0,10.082366060739904,1.7763855238286625,0.0,22.42513216813135,23.200477687394113,49.675478248584774,0.0,0.0,16.072428707824987,0.0,48.30688078564645,11.202189760441733,1200.0,7.9,31892.77731565744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2347,37.0,2017-09-17,9480.0
22.992571970048633,96.6657891780068,100.62897026883357,0.0,8.447065463420188,6.175012886363001,15.967769246051475,1.5479540540948897,0.0,605.03123510089,3.1637592543970974,6.257461287577525,0.0,0.0,0.0,7.1977023911140074,10.165235255372263,0.0,0.0,8.184585403130367,2.1139557677366305,0.0,23.68437696879222,25.727898517813003,54.30286343425551,0.0,1.1990706727356604,11.947409432069385,0.0,50.95593529527359,14.474957034868222,1500.0,12.1,27161.70157372204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2352,36.0,2017-09-10,18150.0
21.235443695379434,96.70569755813767,96.70170499012805,1452.9457336513296,15.840583396435626,6.467619103295438,13.59540733496467,1.6780608552252132,0.0,558.5172056899447,4.061881310280309,7.652338197349149,0.0,0.0,0.0,9.10857297495947,17.720873875606173,0.0,0.0,9.319494386118691,1.7547864167395124,0.0,22.56376166302898,22.35010703532777,49.57770766358481,0.0,0.0,15.37176541970127,0.0,49.59515046843511,11.942703713303356,1200.0,7.9,30517.130315818333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2360,37.0,2017-09-17,9480.0
20.842134580691035,96.84225750678033,96.96401751548785,1457.3410820261045,16.479578416786396,6.425671834075761,13.577685614227205,1.660382776627349,0.0,558.4041226092376,3.9863685527091635,7.918854272144616,0.0,0.0,0.0,8.970102643667872,17.59118158039611,0.0,0.0,9.874333979821321,1.8096330222766346,0.0,23.568427992838263,23.00502307190945,52.54982796912861,0.0,0.0,15.144096508618272,0.0,47.16098470599621,11.89683894195255,1200.0,7.9,30212.30055111302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2371,37.0,2017-09-17,9480.0
20.765979986306473,97.272324302914,100.51013637475336,0.0,15.261550766981658,6.463861464907957,12.32261051632164,0.0,0.0,540.6250340251172,3.1071951542805216,7.507724755900785,0.0,0.0,0.0,8.286496635766499,19.859176541446256,0.0,0.0,9.513793213249912,1.7364646994450876,0.0,23.22329015199879,31.424246280959355,56.0669921056199,0.0,0.0,16.133354491643825,0.0,52.746908025115005,13.762501693815869,900.0,8.5,20097.661897683018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2378,38.0,2017-09-24,7650.0
20.806516162432057,96.64433207517055,96.62886536843075,1447.7382588627618,16.136818604775588,6.3949509680698,13.466535903533599,1.6453401666913514,0.0,546.6015609765941,4.269804098802755,8.01211574395612,0.0,0.0,0.0,9.147570911038361,18.27578135297345,0.0,0.0,9.691212284019215,1.7989201069321008,0.0,22.975648424598063,22.07000291348642,50.55704077608285,0.0,0.0,15.817646675484504,0.0,47.441762298348635,11.661867515335514,1200.0,7.9,31426.76636678565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2389,37.0,2017-09-17,9480.0
21.07393423849336,97.62886530393389,95.38480873491527,1487.1108763497264,15.729153813763837,6.5356430061192645,13.697741707880086,1.6830991332398952,0.0,565.2586534371726,4.326180297447372,8.17476150177012,0.0,0.0,0.0,9.215199591537965,17.58339540273452,0.0,0.0,9.924637629980504,1.6888593176278204,0.0,22.607233222787556,22.172147877293554,50.07935570439171,0.0,0.0,15.756743551657221,0.0,47.333225546676765,12.0471134667713,1200.0,7.9,31703.88126518809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2413,37.0,2017-09-17,9480.0
23.029156234286205,97.44075192043715,99.26932658118095,0.0,8.658573735676914,6.060912985280084,15.462138646971558,1.4972352357137408,0.0,607.0231136101391,3.0599168656952807,6.141356258795991,0.0,0.0,0.0,7.343289575549449,10.372678335961362,0.0,0.0,8.208772108229912,2.0328453294328233,0.0,24.641066800293373,26.22240681520113,53.91391370298265,0.0,1.186294781488622,11.906704617466287,0.0,53.10549669568339,13.890631748228424,1500.0,12.1,25823.11518330669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2422,36.0,2017-09-10,18150.0
19.973072936282993,94.27892622133895,123.05244812015094,1447.1698235881966,9.850105547042114,5.686945128200094,5.316401135908076,0.0,0.0,593.9232962754787,3.2159546533339496,5.236310941004476,0.0,0.0,0.0,5.844380985429072,15.296504916350033,0.0,0.0,6.353352289674054,0.6120748481222091,0.0,23.68789831789806,30.5776040766639,55.362634190602584,0.0,0.0,11.859191813254359,0.0,55.80407764751946,14.781607815510636,900.0,7.6,9457.427492463534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2471,47.0,2018-11-25,6840.0
19.337950488016272,95.1707719419015,92.88470586918709,1192.9804172816062,10.550945185123517,6.323632961626252,5.190120513864327,2.313043299302119,0.0,716.3946999843175,3.4560254769980117,11.238440020638672,0.0,0.0,0.0,12.147358692324572,22.081232070907905,0.0,0.0,12.886497898130875,4.69863219307906,0.0,17.46193719093137,30.730936472149725,0.0,0.0,0.0,15.23469736520196,0.0,0.0,13.955817543325272,800.0,9.4,24132.886958997227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2525,44.0,2017-11-05,7520.0
23.421167267520474,94.23726584822128,98.88405592936721,0.0,8.225250030912873,6.1705630593893215,15.048457272902807,1.4909964765170456,0.0,599.9562101599782,3.0925035034537425,6.033367501301349,0.0,0.0,0.0,7.40139071629605,10.09007173154413,0.0,0.0,8.35857592062101,2.1246880491419935,0.0,24.47182272610225,26.86448962474506,52.9230676699165,0.0,1.1923585766582554,11.539737701277131,0.0,52.266129805009676,13.948124246794762,1500.0,12.1,26269.452997856795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2571,36.0,2017-09-10,18150.0
20.606039076434588,99.95552111407983,98.37624943411103,0.0,15.55149850287866,6.2937886188771595,12.775986113822151,0.0,0.0,539.3821429944833,3.035479605981056,7.756578120507229,0.0,0.0,0.0,8.54253553851195,19.613111174166225,0.0,0.0,9.133393148293873,1.8372361182022345,0.0,23.01721155874694,31.607442667632057,56.92130851947772,0.0,0.0,15.562957808628967,0.0,52.47960218345921,13.775930068228337,900.0,8.5,20337.437395927333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2630,38.0,2017-09-24,7650.0
21.76573100700877,97.92193201808212,158.96856628081946,1566.0373801285612,13.4217591572909,6.3286182465414464,13.370956133162023,1.960094265401751,0.0,611.3576068837135,3.2807094954208296,7.407406573472721,0.0,0.0,0.0,8.196744976038948,17.439745120677117,0.0,0.0,8.370218617057466,1.9551026560552693,0.0,22.7994814922151,31.044620474701826,58.039646315000105,0.0,0.0,14.371200984034918,0.0,56.31576612496274,14.714799112322988,800.0,8.4,19964.03772730199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2640,37.0,2018-09-16,6720.0
19.680472392342594,94.63009390853543,91.52088041556428,1254.2510492442777,10.098294821769041,6.403243175035937,4.952640195704994,2.369880232707967,0.0,721.9646160427536,3.422213441704394,11.087218516071028,0.0,0.0,0.0,11.905761937177498,21.525578523319965,0.0,0.0,13.012938891304929,4.648541884755353,0.0,17.568136982310016,31.731752524632796,0.0,0.0,0.0,15.502683118700352,0.0,0.0,14.093094027059372,800.0,9.4,25074.785065482112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2686,44.0,2017-11-05,7520.0
22.14818400744571,100.76883657160771,0.0,1714.0437179290846,0.0,0.0,14.203832018428967,0.0,0.0,559.1097919071036,0.0,12.213772451694322,0.0,0.0,0.0,13.640411998444073,21.6247512920483,0.0,0.0,14.148900151802238,4.7535504088179,0.0,23.811717910733112,22.454858661922273,49.10235300127816,0.0,0.0,19.390724064223424,0.0,45.538254883316895,12.35571302604228,1300.0,8.8,28420.25940657737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2752,35.0,2017-09-03,11440.000000000002
21.598376485435647,98.82522630419994,157.15520815824144,1550.7334070058762,13.386701978953338,6.247041819081517,13.388981546983304,2.0002571252726242,0.0,604.0112912557224,3.305631869710922,7.330170110200754,0.0,0.0,0.0,7.820306461869203,17.03437538936513,0.0,0.0,8.475919188339102,1.9524203424800217,0.0,23.721218495588865,32.62257576747387,60.33379362526154,0.0,0.0,14.451588009596612,0.0,57.208307773898014,14.088721040427506,800.0,8.4,19878.127796736837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2803,37.0,2018-09-16,6720.0
21.111056069529212,96.14525074491452,97.89801879348721,1415.066883800822,15.303748892141527,6.377992624033683,13.489796007623971,1.6527758971373303,0.0,564.8981873100595,4.007318220739271,7.889011187560916,0.0,0.0,0.0,8.988865271370988,17.899476798135314,0.0,0.0,9.49563666670968,1.5748061770344663,0.0,23.508650771605218,23.285290420738022,51.69215557974435,0.0,0.0,15.238523735122495,0.0,47.603579793883625,12.21129396289411,1200.0,7.9,32256.88958220512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2809,37.0,2017-09-17,9480.0
20.54918471896112,98.13184675532821,98.72821179416813,0.0,15.117116935188754,6.40572192657557,12.65681661237722,0.0,0.0,547.7648358092562,3.0611744022746046,7.828984941678434,0.0,0.0,0.0,8.651659605999463,19.468581323665227,0.0,0.0,9.464337285018935,1.756716402571835,0.0,22.75155133001516,31.607081683376837,55.713874191137506,0.0,0.0,15.714086067298764,0.0,53.54145605891103,13.685694438379578,900.0,8.5,20408.27893992023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2822,38.0,2017-09-24,7650.0
19.74967871916553,93.58516701562716,122.49068282580271,1462.0853123597326,9.985906848838153,5.762175960747454,5.595825311124467,0.0,0.0,600.5326831969409,3.2409411620030286,5.427907445819353,0.0,0.0,0.0,6.034272034697172,16.04955951928744,0.0,0.0,6.274846268444294,0.6267851876545533,0.0,24.08081192696037,31.442379359668887,55.06368937030662,0.0,0.0,11.574129067491052,0.0,56.80969341978397,14.509619303589668,900.0,7.6,9176.701910816762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2911,47.0,2018-11-25,6840.0
21.839360989782087,102.0477510652359,0.0,1745.0416643620301,0.0,0.0,14.77846715289263,0.0,0.0,555.9681530764273,0.0,12.463275848166576,0.0,0.0,0.0,13.765383084422602,22.728196543642902,0.0,0.0,14.053641748617517,4.606346296721352,0.0,23.991976369249087,21.775226551752375,48.97949883722266,0.0,0.0,19.457439393962925,0.0,47.85019769011917,12.394630586999357,1300.0,8.8,26741.70196575277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBSF2918,35.0,2017-09-03,11440.000000000002
